NR, 1, 2, 3, 4, 5, 6, 7, 8
129,5,6,38,7,35,26,4,54
130,4,8,37,7,34,26,3,53
131,4,13,38,6,35,26,3,53
132,4,12,37,6,35,26,3,53
133,4,17,35,6,35,26,3,54
134,4,14,33,6,35,26,3,54
135,4,14,32,6,36,27,4,54
136,2,16,32,6,35,26,3,61
137,4,15,32,6,36,27,3,61
138,4,17,32,6,36,27,2,60
139,5,14,31,6,35,27,2,60
140,5,11,31,7,36,27,2,60
141,4,9,30,7,37,27,3,60
142,3,9,30,7,36,28,3,60
143,3,7,31,6,35,28,3,62
144,3,9,31,6,35,27,2,63
145,2,12,31,6,35,27,2,64
146,2,14,29,6,35,27,1,64
147,2,18,29,5,35,27,1,64
148,2,25,28,5,35,27,1,64
149,2,24,28,6,35,28,1,64
150,2,20,26,6,35,28,1,63
151,4,17,25,6,35,28,1,63
152,4,16,25,6,35,28,1,63
153,4,17,24,5,35,28,1,63
154,4,14,23,7,35,29,1,63
155,4,11,23,7,35,29,1,64
156,4,15,22,7,35,29,2,64
157,4,18,21,7,35,29,2,64
158,4,19,21,7,35,29,2,65
159,8,9,22,7,36,29,2,65
160,8,6,23,7,35,30,2,65
161,8,8,23,6,35,30,2,64
162,8,7,24,6,36,29,2,64
163,8,9,24,7,36,29,2,64
164,8,10,23,7,35,29,2,64
165,8,8,24,7,36,29,2,63
166,9,7,25,7,36,29,3,63
167,7,7,25,6,36,29,2,62
168,6,9,26,6,35,28,2,62
169,6,7,26,6,35,28,2,62
170,7,7,26,6,35,28,2,62
171,7,11,27,6,35,28,2,62
172,6,9,26,6,35,28,2,62
173,6,10,26,6,34,28,2,62
174,6,11,25,6,34,28,2,62
175,7,14,26,6,35,28,2,62
176,6,11,26,5,34,28,2,62
177,6,9,26,6,34,29,2,63
178,6,12,27,6,34,29,1,62
179,6,8,27,5,33,28,1,62
180,6,12,27,6,33,28,1,61
181,6,14,26,5,33,27,1,61
182,6,14,26,5,33,27,1,61
183,7,10,27,6,33,27,1,62
184,6,10,27,6,32,27,1,62
185,6,6,28,7,32,27,1,62
186,6,6,28,7,32,27,1,61
187,6,9,28,7,32,27,2,61
188,6,11,28,6,32,26,2,61
189,6,10,29,6,32,26,2,61
190,6,5,30,7,32,26,2,61
191,6,4,30,7,32,27,2,61
192,6,4,31,7,32,26,2,61
193,6,4,32,7,32,26,2,61
194,6,6,31,7,32,26,1,62
195,6,6,31,7,32,26,2,61
196,7,7,31,7,32,26,2,61
197,6,10,30,7,33,26,2,61
198,7,13,31,7,33,26,2,62
199,6,15,30,7,34,26,2,62
200,8,12,29,7,34,25,2,62
1,10,60,10,3,30,30,3,50
2,20,77,9,3,29,29,3,50
3,23,43,10,3,30,29,3,50
4,22,21,10,3,30,29,3,49
5,22,17,11,3,30,29,3,49
6,22,14,12,3,30,30,3,49
7,21,16,13,3,30,30,3,49
8,20,11,14,3,30,30,2,49
9,20,6,15,3,29,30,2,49
10,20,5,16,3,29,30,2,49
11,20,5,17,4,29,29,2,49
12,20,5,17,4,29,29,2,49
13,20,5,18,4,29,29,3,49
14,20,4,19,4,29,29,3,49
15,19,7,20,4,29,29,2,49
16,18,7,20,4,29,29,2,49
17,18,8,20,4,30,29,2,49
18,18,9,20,4,30,29,1,49
19,18,10,20,5,30,29,2,49
20,18,15,20,5,29,29,2,49
21,20,19,21,5,29,30,2,49
22,20,12,21,5,30,30,2,49
23,20,13,21,5,30,30,2,49
24,22,16,20,4,30,30,2,49
25,22,14,20,4,30,30,2,49
26,22,17,20,4,30,30,2,49
27,24,16,19,5,30,30,1,49
28,24,17,20,4,30,30,1,49
29,26,11,21,4,30,30,1,49
30,26,6,22,3,31,29,1,49
31,26,3,23,5,31,28,1,49
32,26,1,25,3,31,26,1,49
33,26,1,26,3,31,26,1,49
34,26,2,27,3,30,26,1,49
35,26,4,28,3,30,26,1,49
36,26,3,29,3,30,26,1,49
37,26,5,30,3,30,26,2,49
38,26,9,30,3,30,26,2,49
39,26,11,30,3,30,26,2,49
40,26,17,29,3,30,26,2,49
41,26,13,29,4,31,26,2,49
42,26,12,29,4,31,26,2,49
43,26,12,29,4,31,26,2,49
44,27,16,29,4,31,27,2,48
45,26,17,29,3,30,27,2,49
46,27,14,28,4,31,27,2,49
47,25,14,28,5,32,27,2,48
48,24,13,28,5,32,28,2,48
49,24,14,28,5,32,28,2,48
50,24,20,28,5,32,28,2,48
51,24,20,28,5,32,28,2,48
52,24,20,27,4,32,27,2,48
53,24,17,26,5,32,28,2,49
54,24,20,26,6,32,28,2,49
55,24,16,25,6,32,28,2,49
56,26,18,26,6,32,28,2,49
57,24,15,26,6,33,27,2,48
58,24,9,26,6,32,28,2,48
59,25,5,27,6,32,28,2,48
60,25,5,28,6,33,27,2,48
61,23,5,29,6,33,28,2,48
62,22,10,29,6,33,27,2,49
63,22,9,30,6,34,27,2,49
64,23,7,31,7,34,26,2,49
65,22,9,32,7,33,26,2,49
66,22,6,32,7,33,26,2,49
67,22,10,31,6,33,26,2,49
68,20,5,32,6,32,26,2,50
69,20,6,32,7,32,26,2,50
70,19,6,32,7,33,26,2,50
71,19,8,32,6,33,26,2,49
72,18,9,33,7,33,27,2,49
73,18,14,32,7,32,27,2,49
74,18,19,31,7,33,26,3,48
75,18,16,30,7,32,26,3,48
76,19,8,31,7,32,27,3,48
77,18,5,32,6,32,27,3,48
78,17,7,33,6,32,27,3,48
79,16,8,34,6,31,28,3,47
80,16,7,34,6,30,28,3,47
81,16,8,33,6,30,28,2,47
82,16,9,33,6,30,28,2,47
83,18,9,33,6,29,29,2,48
84,18,8,34,6,29,29,2,48
85,18,8,34,6,30,28,2,48
86,18,13,34,6,30,28,2,48
87,18,10,34,6,30,28,2,48
88,17,12,33,6,30,28,2,48
89,16,13,33,6,30,29,2,48
90,17,14,34,6,30,29,2,49
91,16,14,33,6,30,29,2,48
92,18,13,34,6,30,29,2,48
93,18,9,34,6,30,29,2,48
94,18,8,35,6,30,29,2,47
95,18,6,36,6,30,29,2,48
96,18,6,37,6,31,28,2,48
97,18,6,37,6,31,29,2,47
98,18,6,37,6,32,27,2,47
99,18,12,37,6,32,27,2,47
100,17,14,37,6,32,28,2,47
101,16,14,36,6,33,28,2,46
102,16,14,37,7,33,28,2,46
103,15,9,37,7,33,28,2,46
104,14,10,36,7,33,29,2,46
105,14,13,36,8,33,28,2,46
106,14,10,36,7,33,28,2,46
107,14,6,36,8,33,28,2,46
108,14,6,36,9,33,29,3,46
109,14,3,36,8,33,29,3,46
110,14,5,37,8,32,28,3,46
111,14,9,37,8,32,28,3,46
112,14,11,36,7,32,28,3,46
113,17,8,36,8,32,28,3,47
114,16,4,37,7,33,27,3,48
115,16,7,37,7,32,26,3,48
116,16,10,37,7,32,26,3,48
117,15,13,37,7,32,26,3,47
118,15,8,38,7,32,27,2,47
119,15,8,38,7,32,26,2,46
120,15,10,38,7,32,26,2,46
121,14,11,39,6,33,27,2,46
122,14,8,40,6,33,26,2,46
123,15,4,40,6,33,26,2,47
124,14,5,40,6,33,26,1,48
125,12,6,41,6,33,26,1,49
126,12,8,41,7,33,26,1,50
127,12,5,41,6,33,25,2,49
128,13,7,41,7,33,26,2,48
129,12,7,41,7,33,26,2,49
130,12,10,40,6,33,26,2,49
131,12,12,40,6,33,26,2,49
132,12,17,38,6,33,26,1,49
133,12,19,38,6,33,26,1,49
134,11,13,38,6,33,26,1,50
135,10,16,38,5,33,26,1,51
136,10,14,38,6,33,26,1,51
137,14,15,38,5,33,26,2,51
138,14,13,38,5,33,26,2,51
139,14,11,39,5,33,25,2,51
140,14,12,40,5,33,24,2,51
141,15,11,40,5,33,24,2,51
142,14,14,40,5,33,24,2,51
143,15,12,40,5,33,24,2,51
144,15,10,41,5,33,24,2,51
145,14,8,42,6,33,24,2,50
146,14,9,42,6,34,25,2,50
147,14,9,43,6,34,25,2,50
148,14,10,44,7,34,25,3,51
149,15,9,44,6,34,25,2,52
150,13,12,43,6,33,25,2,53
151,13,7,44,5,33,24,2,53
152,12,8,44,6,34,24,2,53
153,12,10,45,6,34,24,2,53
154,12,8,45,6,34,24,2,53
155,12,10,44,6,35,24,2,53
156,12,11,43,6,34,23,2,53
157,14,7,43,6,34,23,2,52
158,14,6,44,5,31,22,2,52
159,15,7,45,6,31,22,2,52
160,13,6,46,5,31,22,2,52
161,12,8,46,5,31,22,2,52
162,12,6,47,4,31,22,2,52
163,13,7,48,4,30,22,2,52
164,12,6,49,4,31,22,2,52
165,12,6,49,4,31,22,2,52
166,12,9,50,4,31,22,2,52
167,12,11,50,4,31,22,2,52
168,12,11,50,4,31,22,2,52
169,12,7,51,4,31,22,2,52
170,14,9,52,4,31,22,2,53
171,13,12,51,4,31,22,2,53
172,14,14,51,4,31,22,1,52
173,14,14,51,4,30,22,1,51
174,14,10,51,5,31,22,1,51
175,14,13,51,5,31,22,1,52
176,14,12,51,4,31,22,2,51
177,14,10,51,4,31,22,2,51
178,14,11,51,4,31,22,1,51
179,14,13,51,4,31,21,1,51
180,15,14,51,4,32,21,1,52
181,14,4,52,3,31,22,1,52
182,14,2,54,2,31,22,1,52
183,14,2,55,2,31,22,1,52
184,14,3,56,2,31,22,2,52
185,14,4,57,2,32,22,2,52
186,14,6,58,2,32,22,2,52
187,14,9,58,2,32,22,2,52
188,14,11,59,3,32,22,2,52
189,13,14,58,3,32,22,2,52
190,12,14,58,3,32,22,2,53
191,12,14,59,3,32,22,2,54
192,11,11,60,2,32,22,2,53
193,10,10,60,2,32,22,1,52
194,10,14,60,2,32,22,1,52
195,10,17,60,2,32,22,1,52
196,10,15,61,2,32,22,2,52
197,10,12,62,3,32,21,2,52
198,10,13,61,3,32,20,2,52
199,11,14,62,4,32,20,2,53
200,11,7,62,4,32,20,2,52
1,10,60,10,3,30,30,3,50
2,20,72,10,2,30,30,3,49
3,19,35,10,3,30,29,2,49
4,18,17,11,3,30,29,2,49
5,18,10,12,3,30,29,2,49
6,18,9,13,3,30,30,2,49
7,18,10,14,3,30,30,2,49
8,18,9,15,3,31,30,2,49
9,18,10,16,4,31,30,2,49
10,17,10,16,4,30,29,2,49
11,16,9,17,4,30,30,2,50
12,16,10,17,4,30,30,2,50
13,15,13,18,4,30,30,2,50
14,14,13,18,4,31,30,2,50
15,14,17,17,4,31,30,2,50
16,14,12,18,5,31,30,2,50
17,14,17,16,5,31,30,2,51
18,16,15,17,5,31,30,2,50
19,17,15,17,5,31,30,2,50
20,12,9,18,5,31,30,2,51
21,12,7,18,4,30,31,2,51
22,12,5,19,4,31,31,1,51
23,12,6,20,2,32,31,2,51
24,12,8,20,3,32,31,1,51
25,12,6,21,3,31,31,1,51
26,12,7,21,4,31,30,1,51
27,12,11,21,5,30,31,2,51
28,12,13,21,4,31,31,2,51
29,12,14,21,5,30,31,2,51
30,12,13,22,5,30,30,3,51
31,12,9,22,5,29,30,3,52
32,11,8,22,5,30,30,3,52
33,9,14,22,5,30,30,3,53
34,8,15,22,5,31,30,3,53
35,8,15,22,6,30,30,3,53
36,8,11,21,6,30,31,3,53
37,8,11,21,5,30,30,3,53
38,8,7,21,5,31,31,3,53
39,8,9,22,5,31,31,3,53
40,8,9,22,5,31,31,3,53
41,8,9,23,5,33,30,3,54
42,8,9,24,5,32,30,3,54
43,8,8,24,6,32,31,3,55
44,11,9,22,5,33,31,2,54
45,10,13,22,5,33,30,2,54
46,10,12,23,5,33,31,3,54
47,10,12,23,5,33,30,3,53
48,10,13,23,4,34,30,4,53
49,9,9,23,4,33,31,4,53
50,7,8,24,4,34,30,3,54
51,6,8,25,3,34,30,3,55
52,6,10,26,4,34,30,3,56
53,6,11,26,4,34,30,3,56
54,6,9,27,4,34,31,3,56
55,6,10,28,4,35,31,3,57
56,6,9,27,4,34,31,2,57
57,6,14,28,4,35,31,2,57
58,8,14,27,5,35,31,2,57
59,8,15,25,5,35,31,2,56
60,9,15,25,5,35,31,2,56
61,11,15,25,5,35,31,2,56
62,10,13,24,6,35,30,2,57
63,10,11,24,6,35,30,2,57
64,10,12,25,6,35,30,2,57
65,10,10,26,6,35,30,2,57
66,10,5,26,6,35,30,2,57
67,10,7,27,7,35,30,2,57
68,10,7,26,7,35,30,3,58
69,10,12,25,7,35,30,3,58
70,10,11,25,7,35,30,3,58
71,10,11,26,7,35,30,3,59
72,10,7,25,7,36,30,3,59
73,9,6,26,7,36,30,2,59
74,8,5,27,7,35,31,2,60
75,8,4,28,7,36,31,2,60
76,8,3,28,6,36,31,1,60
77,8,4,29,6,36,31,1,61
78,8,3,30,6,36,31,1,60
79,8,2,31,6,37,31,1,60
80,8,4,32,6,37,31,1,60
81,8,7,31,6,37,31,1,59
82,8,9,31,6,37,31,1,59
83,8,11,31,6,37,31,1,59
84,12,13,30,6,37,31,2,59
85,12,11,29,6,38,31,2,59
86,12,14,28,6,37,31,2,59
87,13,14,29,6,38,32,2,59
88,12,12,29,6,38,32,2,59
89,12,12,30,7,38,32,2,59
90,12,9,30,6,38,31,2,59
91,12,11,31,6,38,32,2,59
92,12,9,31,6,37,32,2,59
93,12,9,31,7,37,32,2,59
94,12,11,30,7,37,32,2,59
95,12,18,29,7,37,32,2,59
96,12,20,29,7,37,31,2,59
97,12,13,29,6,37,31,2,59
98,12,14,29,6,37,31,2,59
99,12,15,30,6,37,31,2,59
100,12,14,30,6,38,31,2,58
101,12,10,31,6,38,32,2,58
102,12,11,31,6,38,32,2,58
103,12,9,31,6,38,32,2,58
104,13,11,31,6,38,32,3,58
105,14,13,32,6,38,32,3,59
106,13,11,32,5,38,32,3,58
107,13,9,33,5,38,32,2,58
108,12,5,34,4,40,35,2,57
109,12,6,35,4,40,34,2,57
110,12,7,36,4,40,35,2,57
111,11,7,37,4,40,34,1,57
112,10,5,38,4,39,33,1,56
113,10,9,38,4,39,33,1,56
114,10,10,38,5,40,34,1,56
115,10,12,38,5,40,35,1,57
116,10,12,38,5,40,35,1,57
117,11,9,39,5,41,35,2,56
118,11,7,39,5,41,35,2,56
119,10,8,39,6,41,35,2,56
120,10,12,38,6,41,35,2,56
121,10,14,37,6,41,35,2,56
122,10,17,37,6,41,35,2,56
123,7,13,36,6,41,36,2,56
124,8,15,36,6,41,36,2,56
125,6,11,36,6,41,36,2,56
126,6,10,37,5,40,36,3,56
127,7,8,37,5,40,36,2,53
128,7,10,38,5,41,36,1,52
129,7,13,38,5,41,35,1,52
130,7,9,38,5,40,35,1,52
131,7,11,38,5,40,35,2,54
132,6,10,38,5,40,35,2,53
133,6,14,38,5,40,35,2,54
134,6,16,38,5,40,35,2,54
135,6,19,37,5,40,36,2,53
136,6,15,38,4,40,36,2,53
137,6,15,37,4,40,36,2,53
138,6,13,38,4,40,37,2,54
139,6,13,38,4,40,36,3,54
140,6,13,38,4,40,36,3,54
141,7,11,39,4,40,36,3,54
142,7,12,39,5,41,36,3,54
143,6,14,40,4,40,36,3,55
144,4,16,40,5,41,35,2,55
145,4,12,40,5,41,36,2,55
146,4,12,40,5,40,37,1,55
147,4,12,40,4,39,38,1,55
148,4,9,40,5,40,39,1,55
149,4,13,40,5,39,39,1,54
150,4,12,39,5,40,38,1,54
151,4,18,38,6,41,38,1,54
152,3,14,37,5,40,38,1,53
153,3,13,37,6,41,37,1,53
154,4,11,37,6,42,37,1,53
155,4,15,38,6,42,37,1,53
156,4,15,37,6,42,37,1,53
157,4,15,37,6,42,37,1,53
158,4,9,37,7,43,34,1,52
159,4,12,34,7,43,35,2,52
160,4,14,34,7,43,34,2,52
161,5,16,32,7,43,34,3,52
162,4,17,31,7,43,34,3,51
163,4,12,32,7,43,34,3,51
164,5,11,32,7,43,35,2,52
165,6,7,33,8,43,36,3,51
166,6,3,34,8,44,37,3,50
167,7,3,35,9,44,37,3,50
168,6,4,36,9,43,37,2,50
169,6,2,37,8,43,39,2,49
170,6,4,37,8,43,39,2,49
171,6,8,36,9,43,39,2,49
172,6,12,35,9,43,39,2,49
173,6,15,34,8,43,40,2,49
174,7,13,33,8,43,40,2,49
175,6,13,32,7,43,39,2,48
176,7,13,31,8,43,39,2,48
177,8,15,31,8,43,39,1,48
178,6,14,31,7,43,39,1,49
179,7,16,30,7,43,39,1,49
180,8,12,30,7,43,39,1,49
181,7,16,27,7,43,39,1,48
182,6,19,25,7,44,38,1,47
183,6,20,25,7,43,39,1,46
184,6,16,24,7,43,39,1,46
185,6,18,25,6,43,39,2,47
186,7,17,24,6,43,39,2,47
187,7,15,24,6,43,39,2,47
188,8,11,24,7,44,39,2,47
189,8,10,24,7,44,39,1,47
190,8,11,25,6,44,39,1,47
191,8,8,25,7,44,39,1,46
192,8,7,26,8,44,39,1,46
193,8,7,26,8,44,39,1,47
194,8,4,26,9,44,40,1,47
195,8,3,27,10,44,40,1,47
196,8,2,28,10,44,40,1,47
197,8,1,29,11,44,41,1,48
198,9,1,30,11,44,41,1,48
199,8,1,31,11,44,41,1,48
200,8,2,32,11,44,41,1,48
1,10,60,11,3,30,30,3,50
2,20,63,11,2,30,29,2,49
3,20,15,12,2,29,29,2,49
4,21,6,13,3,30,29,2,49
5,20,6,14,3,30,29,2,49
6,19,10,15,3,30,29,2,49
7,18,10,15,3,30,29,2,48
8,18,11,16,3,31,29,2,48
9,18,13,17,3,31,29,1,49
10,18,9,18,3,30,29,1,49
11,18,6,19,3,31,29,2,49
12,18,4,19,3,31,29,2,49
13,17,7,20,3,30,29,2,49
14,16,12,19,3,30,29,2,49
15,16,16,18,3,31,29,2,48
16,16,21,17,3,31,29,2,48
17,16,27,16,3,31,29,3,48
18,16,29,16,3,30,29,3,48
19,15,20,17,3,31,29,3,48
20,14,14,18,3,31,28,3,48
21,14,7,19,4,31,29,3,48
22,13,6,20,5,30,29,3,49
23,12,5,20,4,31,29,2,49
24,12,6,21,4,31,29,2,49
25,12,11,21,4,31,29,2,49
26,12,15,20,4,31,29,2,49
27,10,19,19,5,31,29,1,50
28,10,13,19,6,30,29,2,50
29,10,11,20,7,30,29,1,52
30,10,6,19,8,30,29,1,52
31,9,7,20,8,30,29,1,52
32,8,10,20,8,30,29,2,51
33,7,11,20,7,30,29,1,51
34,4,9,20,8,31,29,1,53
35,4,9,19,7,31,29,1,53
36,4,13,17,7,30,29,1,53
37,4,15,17,7,30,29,1,54
38,4,11,17,7,30,29,1,54
39,4,14,17,7,30,30,1,54
40,4,9,16,8,30,29,1,54
41,4,8,17,7,30,30,1,54
42,5,6,17,6,29,30,1,55
43,4,8,17,6,29,30,1,54
44,4,11,18,6,29,30,1,54
45,4,11,18,6,29,30,1,53
46,4,12,17,6,29,30,2,53
47,4,13,18,6,29,30,1,54
48,4,18,17,6,29,30,1,54
49,4,13,18,6,29,30,1,54
50,5,11,19,6,29,30,1,55
51,4,6,20,6,30,30,1,54
52,4,7,20,5,30,31,1,53
53,4,9,20,6,30,30,1,53
54,4,8,20,5,31,31,1,53
55,5,11,20,5,30,31,1,52
56,4,12,20,5,30,31,1,53
57,4,15,20,5,30,31,1,53
58,4,8,20,5,30,31,2,53
59,4,9,20,5,30,30,2,53
60,6,9,21,5,30,30,1,54
61,6,13,20,5,30,31,2,54
62,6,19,21,5,30,30,2,54
63,6,22,19,5,30,30,2,54
64,6,22,19,5,30,30,2,55
65,6,15,19,5,30,30,2,54
66,6,13,19,5,30,30,1,54
67,6,11,19,5,30,30,1,52
68,4,10,20,6,30,30,1,53
69,4,9,20,6,30,30,1,53
70,4,9,20,6,30,30,1,52
71,4,13,20,6,30,30,1,52
72,4,16,20,6,30,30,1,52
73,4,8,21,6,30,30,1,52
74,4,8,21,6,30,31,2,53
75,4,11,21,6,30,31,1,53
76,4,13,20,6,30,30,1,53
77,4,13,19,6,30,31,2,53
78,4,14,19,6,29,31,2,53
79,5,13,19,6,29,32,3,52
80,4,13,20,6,30,32,3,53
81,4,8,20,6,30,32,2,57
82,2,8,21,6,30,32,1,60
83,2,10,21,6,29,32,1,60
84,2,15,20,6,29,32,1,61
85,2,23,19,6,29,32,1,61
86,2,21,19,6,29,32,1,61
87,4,14,19,7,28,32,1,61
88,4,10,19,6,29,32,1,61
89,4,11,20,6,29,32,1,61
90,4,9,21,5,30,31,1,60
91,4,6,22,4,30,30,1,60
92,4,8,23,5,30,31,1,60
93,4,6,24,4,30,31,1,59
94,4,6,24,4,30,30,1,60
95,4,5,25,5,29,30,1,60
96,4,9,24,5,29,30,1,59
97,4,14,24,5,29,30,1,59
98,4,10,24,4,30,30,1,59
99,4,14,24,4,30,30,2,60
100,4,14,23,4,30,30,2,60
101,5,21,23,4,30,30,1,60
102,6,11,24,4,30,30,1,60
103,6,13,24,4,31,30,2,61
104,6,11,25,4,30,30,2,61
105,6,10,25,4,30,30,2,61
106,6,13,26,4,30,29,2,61
107,6,9,27,4,29,29,3,61
108,6,5,28,4,30,30,3,61
109,6,8,29,3,30,31,3,61
110,6,11,29,3,30,30,3,61
111,6,14,29,3,30,30,3,62
112,6,12,29,4,30,30,3,62
113,6,12,29,4,30,31,3,62
114,5,11,30,4,30,31,3,62
115,6,6,31,4,30,31,2,62
116,8,7,32,3,30,30,2,61
117,8,9,32,3,30,30,2,61
118,8,9,33,3,29,30,2,61
119,8,9,33,4,29,31,2,61
120,8,7,34,3,30,30,3,61
121,9,6,35,3,30,30,3,61
122,8,8,36,4,30,30,3,60
123,8,6,36,4,29,31,3,60
124,8,8,37,3,29,31,3,60
125,8,6,37,3,29,31,3,60
126,8,10,38,3,29,32,3,61
127,8,9,39,3,29,32,3,61
128,10,5,40,3,29,32,3,61
129,10,5,41,3,29,32,3,61
130,10,4,42,3,29,32,3,61
131,10,6,42,3,29,32,2,61
132,12,7,43,3,29,33,3,62
133,12,5,43,3,29,33,2,62
134,12,8,44,3,29,33,2,63
135,12,7,44,3,29,33,3,63
136,12,7,45,4,29,33,2,63
137,14,10,45,4,29,33,2,64
138,14,14,45,4,29,33,3,64
139,14,16,45,4,29,33,3,64
140,14,15,45,5,29,33,3,65
141,14,13,45,5,30,33,2,65
142,14,18,44,5,30,33,3,65
143,14,17,43,5,29,33,3,65
144,14,13,44,5,30,33,3,65
145,13,11,45,5,30,33,2,65
146,10,10,44,5,30,33,2,66
147,10,15,44,5,30,32,2,66
148,10,15,44,5,31,32,2,66
149,10,15,44,5,31,32,2,66
150,9,11,44,5,31,32,2,65
151,9,13,45,5,32,32,2,65
152,8,8,46,5,32,32,2,65
153,8,9,45,5,31,31,2,65
154,10,8,45,5,32,31,2,66
155,12,8,45,5,31,31,2,67
156,11,11,46,5,31,31,2,66
157,10,11,45,5,31,30,2,66
158,10,10,46,5,31,31,2,65
159,10,10,47,5,31,31,2,65
160,10,9,47,5,31,31,2,65
161,10,11,47,5,31,31,2,65
162,10,13,47,5,31,31,2,65
163,10,16,47,4,31,31,2,65
164,9,18,47,5,31,31,2,65
165,8,14,47,5,32,31,1,67
166,9,15,47,5,32,31,1,67
167,8,22,45,5,32,31,1,66
168,8,16,46,6,32,30,1,66
169,7,10,46,6,33,30,1,66
170,6,7,47,5,33,30,1,67
171,4,4,48,6,33,30,1,66
172,4,4,49,7,33,29,2,66
173,4,3,50,7,34,31,2,66
174,4,6,49,7,34,31,3,67
175,4,7,49,7,34,31,3,67
176,4,9,48,7,34,31,3,67
177,4,12,47,7,34,31,3,67
178,4,14,46,7,34,31,4,67
179,4,12,45,7,34,31,4,67
180,4,11,46,7,34,31,4,67
181,4,8,46,7,34,32,4,67
182,3,7,45,7,35,32,4,67
183,3,6,45,7,35,32,4,67
184,2,6,46,8,35,32,4,68
185,2,3,47,8,35,32,3,68
186,2,1,48,9,36,32,2,68
187,2,2,49,9,36,32,2,69
188,2,4,49,9,36,32,2,70
189,2,1,51,11,37,33,2,71
190,2,2,51,11,36,32,3,71
191,2,1,52,11,36,32,3,72
192,3,1,52,11,36,32,3,71
193,2,2,53,11,36,32,3,71
194,2,2,53,11,36,32,3,72
195,2,3,53,10,37,32,3,73
196,2,5,52,10,37,32,2,73
197,2,7,52,10,37,32,2,72
198,2,8,50,10,37,32,2,72
199,2,14,48,10,37,32,2,71
200,3,11,45,10,37,32,2,71
1,10,60,10,3,30,30,3,50
2,20,58,9,3,29,30,3,49
3,20,29,9,3,29,30,3,50
4,19,18,10,3,29,30,3,50
5,18,17,11,3,29,30,3,50
6,17,16,11,3,29,30,2,50
7,16,10,12,3,30,31,2,50
8,16,9,13,3,30,31,2,50
9,17,9,13,3,30,32,2,50
10,17,10,14,3,30,32,2,50
11,16,8,15,4,30,32,2,50
12,16,6,16,4,30,32,2,50
13,16,7,16,4,30,32,2,50
14,16,9,17,4,30,33,2,50
15,16,10,17,4,30,33,2,50
16,16,13,17,4,30,33,2,50
17,16,10,17,4,29,32,2,50
18,16,13,17,4,29,32,2,50
19,15,14,18,4,29,32,2,50
20,18,17,18,4,29,32,2,49
21,17,20,18,4,29,32,2,49
22,16,13,19,4,29,32,3,49
23,15,14,19,5,29,32,3,49
24,13,9,20,5,30,32,2,49
25,12,12,20,5,29,32,2,48
26,12,12,20,5,29,32,2,48
27,12,15,20,5,29,33,2,48
28,12,12,20,5,29,33,2,48
29,11,14,20,5,30,33,2,49
30,10,15,21,5,30,33,2,49
31,10,9,21,5,29,32,2,49
32,10,7,22,5,29,32,2,49
33,10,6,23,5,29,32,2,49
34,11,11,23,5,29,32,2,48
35,10,12,23,5,28,31,2,49
36,10,9,23,5,29,30,2,49
37,11,9,23,5,29,30,1,49
38,10,7,23,4,30,30,1,49
39,10,9,23,4,29,30,1,49
40,10,8,24,4,30,30,1,50
41,10,9,24,5,30,30,1,50
42,10,13,23,5,30,31,2,50
43,10,14,23,5,30,31,2,50
44,8,11,23,5,31,31,2,50
45,8,12,23,5,30,31,2,49
46,9,10,24,5,30,31,2,49
47,8,13,24,5,30,31,2,50
48,8,19,23,6,30,31,2,50
49,7,11,23,6,30,31,2,49
50,6,9,24,6,31,31,3,48
51,6,10,24,5,32,31,3,48
52,5,7,25,6,31,32,3,48
