NR, 1, 2, 3, 4, 5, 6, 7, 8
53,4,9,24,6,31,32,3,48
54,4,6,25,6,31,32,3,48
55,5,10,24,6,31,32,3,47
56,4,13,22,6,31,32,4,47
57,5,15,22,6,31,32,4,48
58,3,12,21,6,31,32,4,48
59,2,13,22,7,31,32,3,49
60,3,14,21,7,31,32,2,49
61,3,11,22,7,32,32,2,49
62,2,7,22,7,31,32,3,50
63,2,7,22,7,31,32,4,50
64,2,13,22,7,31,31,5,51
65,2,10,20,8,30,32,4,51
66,2,7,21,8,29,33,4,51
67,2,10,21,8,29,33,4,51
68,2,10,22,9,29,33,4,51
69,2,11,21,9,29,33,4,50
70,2,8,21,9,29,33,4,50
71,2,10,20,9,29,33,4,50
72,2,10,21,10,30,33,4,51
73,2,7,21,10,30,33,3,50
74,2,5,21,10,30,34,3,50
75,4,8,21,9,30,33,2,50
76,4,10,19,9,30,33,2,50
77,4,11,20,9,30,33,2,50
78,4,14,20,9,30,34,2,50
79,4,10,21,9,30,34,2,51
80,4,11,20,9,30,34,2,52
81,4,10,20,8,29,34,2,51
82,4,8,21,8,30,34,2,51
83,4,5,22,9,29,34,2,51
84,4,5,22,9,30,34,2,51
85,6,1,23,10,29,34,2,50
86,6,2,24,9,29,34,2,50
87,6,1,25,10,29,34,2,50
88,6,2,26,10,29,34,2,50
89,6,3,26,9,29,33,2,50
90,6,5,26,9,29,33,3,49
91,7,5,26,10,29,33,3,49
92,6,5,26,10,29,33,3,49
93,6,6,25,9,29,33,2,49
94,7,7,25,9,29,32,2,49
95,6,5,26,9,29,33,2,50
96,6,9,25,9,29,33,2,50
97,6,16,23,9,29,33,2,50
98,6,11,23,9,29,33,2,50
99,6,7,22,9,30,33,2,50
100,4,7,23,9,29,33,2,50
101,4,5,24,9,29,34,2,51
102,4,6,24,9,29,33,3,50
103,4,9,23,9,29,33,3,50
104,4,9,23,9,29,33,2,50
105,3,8,24,8,29,33,2,53
106,2,9,24,8,28,33,2,53
107,2,10,24,8,29,34,2,52
108,2,9,24,8,29,34,3,52
109,2,12,24,8,29,35,3,52
110,2,11,24,8,30,35,2,52
111,2,11,24,8,30,35,2,52
112,2,16,24,8,30,35,3,52
113,2,8,23,7,30,35,3,52
114,2,11,23,7,30,35,2,53
115,2,10,24,7,30,34,2,53
116,3,4,25,7,30,35,2,52
117,4,3,26,7,30,36,2,52
118,4,3,27,6,30,37,2,52
119,4,1,28,7,31,37,2,52
120,4,1,30,7,32,36,2,51
121,2,2,30,7,32,35,2,52
122,2,3,31,7,32,35,2,52
123,2,3,32,7,32,35,2,52
124,2,5,31,7,32,35,2,52
125,2,8,30,7,32,35,2,52
126,2,12,29,7,31,35,1,52
127,2,11,29,7,31,35,1,51
128,2,13,29,7,31,35,1,51
129,4,10,30,7,31,35,1,50
130,4,4,31,7,32,34,1,50
131,4,4,31,8,33,32,1,50
132,4,4,31,8,34,33,1,50
133,4,6,31,8,34,33,1,49
134,4,4,32,8,33,33,1,49
135,4,6,32,8,33,34,1,49
136,4,7,32,8,34,33,2,49
137,5,8,32,7,34,33,2,49
138,4,6,31,8,33,33,2,50
139,4,8,31,7,34,33,2,49
140,5,9,31,7,34,33,2,49
141,4,4,30,8,35,32,2,49
142,6,6,30,8,34,33,2,49
143,6,6,31,8,34,32,2,49
144,6,6,32,8,34,33,3,48
145,5,5,33,8,34,33,2,48
146,4,6,33,8,34,32,1,48
147,4,6,34,7,36,31,1,48
148,4,5,34,7,35,31,1,47
149,4,4,34,7,36,31,1,47
150,4,6,34,7,35,31,1,47
151,4,10,33,7,35,31,1,48
152,4,14,31,7,36,31,1,49
153,4,17,30,7,36,32,1,49
154,4,15,28,7,35,32,1,49
155,4,14,27,7,35,32,1,49
156,5,14,27,7,36,32,1,49
157,5,12,27,8,36,32,1,49
158,5,11,27,7,36,32,1,48
159,5,10,27,7,36,32,2,48
160,4,13,26,7,36,32,2,47
161,5,13,25,8,36,31,3,47
162,4,16,24,8,36,31,2,46
163,6,14,23,8,36,31,3,46
164,8,9,23,9,35,31,3,46
165,8,6,24,8,35,31,3,46
166,8,3,25,8,35,32,3,46
167,7,5,26,8,35,32,3,46
168,6,4,27,7,35,33,2,46
169,6,3,28,8,35,33,2,46
170,6,4,28,9,35,32,2,47
171,6,8,28,9,35,32,2,47
172,6,11,26,9,35,32,2,47
173,5,13,25,9,35,31,2,48
174,4,10,25,9,35,31,3,50
175,4,10,25,9,35,31,4,50
176,3,10,25,8,35,30,3,50
177,2,11,24,8,35,30,1,50
178,4,7,24,9,35,30,1,50
179,4,7,24,8,34,30,1,50
180,4,7,24,9,34,30,2,50
181,4,6,25,8,34,29,2,50
182,4,5,26,9,34,30,2,51
183,4,7,26,9,34,29,1,50
184,4,8,25,8,34,29,1,50
185,4,12,25,8,34,29,1,51
186,4,7,26,8,34,28,1,51
187,6,3,27,8,34,28,1,50
188,6,2,28,8,34,29,1,50
189,6,2,29,7,34,29,1,51
190,8,3,29,7,34,29,1,51
191,8,4,30,7,34,28,1,51
192,8,6,30,7,34,28,1,51
193,8,7,29,7,34,28,1,51
194,8,12,28,7,34,28,1,52
195,8,14,26,7,34,28,1,52
196,9,15,25,7,34,28,1,53
197,8,16,24,7,34,28,2,53
198,8,11,24,8,35,28,1,53
199,8,8,25,8,35,27,1,53
200,8,8,24,8,35,27,1,53
1,10,60,10,3,30,30,3,50
2,20,74,9,3,30,30,3,49
3,21,29,9,3,30,30,3,49
4,21,22,10,2,30,30,3,49
5,20,12,11,3,30,30,3,49
6,20,7,12,3,30,30,3,49
7,20,7,12,3,30,30,3,49
8,20,8,13,4,30,30,3,49
9,20,10,14,4,30,30,3,49
10,20,6,15,3,30,30,3,49
11,20,3,16,4,31,30,3,49
12,20,4,17,3,32,30,3,49
13,20,4,18,3,33,29,3,49
14,22,5,19,3,34,29,3,49
15,22,6,19,4,33,28,3,49
16,22,10,20,4,33,29,2,49
17,24,12,20,4,33,29,3,49
18,23,9,20,4,33,29,2,49
19,23,11,21,4,33,29,2,49
20,22,6,20,4,34,29,2,49
21,21,9,21,4,34,29,2,49
22,20,6,21,5,34,29,2,50
23,20,7,21,5,34,30,2,50
24,20,7,21,5,33,30,2,50
25,22,7,21,6,34,30,2,50
26,22,6,22,5,33,30,2,50
27,20,7,23,4,33,31,3,50
28,18,5,24,5,33,30,3,50
29,19,7,23,6,33,30,3,50
30,18,10,23,5,33,30,3,50
31,18,15,23,5,33,30,3,50
32,18,13,22,5,33,29,3,50
33,17,13,22,5,33,29,3,50
34,16,15,21,5,33,30,2,50
35,16,18,21,5,33,29,2,50
36,20,23,21,5,33,29,2,50
37,18,17,22,5,33,29,2,50
38,19,4,23,5,34,30,3,50
39,18,2,24,6,34,29,3,50
40,17,3,25,6,35,29,2,50
41,16,3,26,6,35,29,2,50
42,16,4,27,7,35,29,2,50
43,16,3,28,7,37,29,2,50
44,16,5,28,6,36,29,2,50
45,16,7,28,6,36,29,2,50
46,16,11,27,6,36,29,3,50
47,16,12,26,6,36,29,3,50
48,16,14,26,5,36,29,3,50
49,16,13,26,6,36,29,2,50
50,16,14,25,6,36,29,2,50
51,16,19,22,7,37,29,3,50
52,16,15,21,7,37,29,3,50
53,15,15,21,6,37,29,3,49
54,13,10,20,7,37,28,3,50
55,10,11,21,7,37,28,3,50
56,10,14,20,8,37,27,2,49
57,8,12,21,8,37,26,2,47
58,8,4,21,10,37,26,2,47
59,10,6,21,11,37,26,2,47
60,9,5,21,11,38,25,2,47
61,8,6,21,9,38,26,2,47
62,8,4,21,12,37,25,2,46
63,8,5,21,12,37,25,2,46
64,8,5,21,11,37,25,2,47
65,9,3,21,9,38,25,2,47
66,10,2,23,9,38,25,2,46
67,8,1,24,10,38,25,2,46
68,8,1,25,11,38,26,3,46
69,8,1,27,11,38,26,3,46
70,8,2,28,10,38,26,3,46
71,8,3,28,10,38,26,4,46
72,8,1,28,10,38,26,4,46
73,9,2,29,10,38,26,4,47
74,7,3,29,10,38,26,4,46
75,5,5,28,9,38,25,4,47
76,4,6,27,9,38,25,4,49
77,6,8,26,9,37,25,4,52
78,5,5,25,9,38,25,4,50
79,6,7,25,9,38,25,4,52
80,5,1,25,8,39,26,3,50
81,4,1,27,8,39,26,2,48
82,4,2,28,7,39,26,2,49
83,4,2,28,7,40,26,2,49
84,4,2,29,7,40,26,1,49
85,4,4,30,7,40,26,1,49
86,4,5,30,7,41,27,2,49
87,4,7,30,7,40,26,2,49
88,4,7,29,7,40,26,1,49
89,4,12,29,7,40,26,1,50
90,4,14,26,7,40,26,1,50
91,3,17,25,7,40,26,1,53
92,2,17,24,7,40,26,1,58
93,2,10,24,7,41,27,1,58
94,2,10,23,7,40,27,1,58
95,2,13,24,7,40,26,1,58
96,2,10,23,7,40,26,1,59
97,2,14,22,7,41,26,1,58
98,2,18,20,7,41,26,1,57
99,4,19,19,6,41,25,1,57
100,4,18,17,6,41,25,1,58
101,4,24,17,6,41,25,1,57
102,4,13,16,6,42,25,1,57
103,4,13,17,6,42,26,1,58
104,4,10,18,6,42,25,1,58
105,4,6,18,7,43,25,2,58
106,4,7,18,6,43,24,2,58
107,4,10,18,5,43,24,2,58
108,5,7,19,6,43,24,2,58
109,4,10,18,6,43,24,2,58
110,3,13,17,7,43,23,2,59
111,2,17,16,7,43,23,1,58
112,2,19,16,7,43,23,1,58
113,2,17,15,7,43,23,1,58
114,4,20,13,7,42,23,1,58
115,4,21,13,7,43,23,1,58
116,4,18,12,7,43,22,1,59
117,4,22,11,7,43,23,1,59
118,4,20,10,7,43,22,1,59
119,4,23,8,7,43,22,1,59
120,3,16,7,7,43,22,1,59
121,6,11,8,6,43,23,1,59
122,6,6,9,7,44,22,1,58
123,6,6,10,6,44,22,1,58
124,6,7,10,7,44,23,2,58
125,6,7,11,6,43,22,3,57
126,6,6,12,6,43,21,3,57
127,6,4,12,6,43,19,3,57
128,7,7,12,6,42,19,2,57
129,6,11,11,6,42,19,2,57
130,6,11,12,5,42,20,2,57
131,7,9,12,5,42,19,2,57
132,9,13,12,5,42,20,2,57
133,8,9,13,5,42,19,2,58
134,10,7,13,5,42,18,2,57
135,10,6,13,5,42,18,3,58
136,10,7,14,5,42,18,3,57
137,10,9,13,5,43,19,3,57
138,10,8,13,6,42,19,3,57
139,10,8,13,6,43,20,3,57
140,11,10,14,6,43,20,3,57
141,11,12,14,6,42,20,3,58
142,10,8,15,5,43,19,3,58
143,11,6,16,6,43,20,3,57
144,10,7,16,5,43,20,3,58
145,10,9,16,5,44,20,2,58
146,10,12,17,5,44,20,2,57
147,10,14,17,5,44,20,2,57
148,9,15,17,5,43,20,2,57
149,7,10,17,6,43,20,1,57
150,6,9,15,6,43,20,1,56
151,6,13,15,6,43,20,1,57
152,8,11,15,6,43,19,1,56
153,6,17,13,6,43,19,1,57
154,6,19,12,6,43,20,1,57
155,9,14,12,7,43,20,1,57
156,7,12,12,7,42,21,1,59
157,7,6,13,7,42,22,1,59
158,4,8,12,7,42,22,1,60
159,4,10,12,7,42,23,1,60
160,4,14,12,7,42,23,1,60
161,4,12,11,7,43,23,1,59
162,4,14,11,7,42,23,1,59
163,6,11,10,7,42,23,1,59
164,4,11,10,7,42,23,1,60
165,4,15,10,8,41,23,1,61
166,8,6,11,9,41,23,1,61
167,8,6,11,8,42,23,1,61
168,8,6,11,10,41,22,1,60
169,9,5,11,8,42,23,1,60
170,8,6,12,7,43,24,1,60
171,8,6,12,8,43,24,2,60
172,8,6,12,9,42,26,2,59
173,8,7,12,10,42,26,2,60
174,9,8,12,9,42,26,2,60
175,7,7,12,7,43,25,2,60
176,7,11,13,7,43,25,2,59
177,6,15,13,7,44,24,2,60
178,6,14,13,7,44,25,2,60
179,8,8,14,7,43,25,2,61
180,9,10,14,8,43,25,2,61
181,9,9,14,7,43,25,2,61
182,9,10,14,5,44,24,2,60
183,7,8,15,3,45,24,2,60
184,6,10,15,3,45,24,3,59
185,6,14,15,3,45,24,2,60
186,6,17,16,3,46,24,2,60
187,6,13,16,3,45,24,2,60
188,6,15,17,3,46,24,2,60
189,6,17,17,3,46,24,3,60
190,6,17,17,3,46,24,3,60
191,6,18,18,4,46,24,3,60
192,6,18,17,4,46,25,3,61
193,8,21,17,4,46,25,3,61
194,8,22,17,4,46,25,4,61
195,7,29,15,4,46,25,3,61
196,6,24,15,4,46,25,3,61
197,7,28,14,4,46,25,3,61
198,6,22,15,4,46,24,3,62
199,8,15,15,4,46,25,4,62
200,8,6,16,4,47,24,4,61
1,10,60,11,3,30,30,3,50
2,20,64,9,2,30,30,2,50
3,22,33,10,3,29,30,2,50
4,26,6,12,3,30,29,2,50
5,26,8,13,3,30,29,3,49
6,26,4,14,2,30,29,3,49
7,26,5,15,2,30,29,3,50
8,26,8,16,2,30,28,3,49
9,26,14,17,2,30,28,3,49
10,26,12,18,2,31,28,3,49
11,26,11,19,2,31,28,3,49
12,24,12,19,2,31,28,2,49
13,22,16,19,2,31,28,2,50
14,22,18,19,2,31,28,2,50
15,22,19,19,2,31,29,2,50
16,22,19,19,3,31,28,2,50
17,22,25,18,3,31,28,2,51
18,22,27,18,3,31,28,2,51
19,22,22,18,3,31,28,2,50
20,22,26,19,4,31,28,3,50
21,22,18,19,3,31,28,3,51
22,19,13,20,4,32,28,2,51
23,18,7,21,4,32,29,2,51
24,18,10,22,4,32,29,2,51
25,18,10,23,4,31,29,2,51
26,17,10,23,4,31,29,2,51
27,16,6,24,4,32,30,2,51
28,16,10,24,4,32,29,2,51
29,15,14,24,4,32,29,2,51
30,15,18,24,4,32,30,2,52
31,14,17,24,4,34,30,2,52
32,16,18,24,4,33,30,2,52
33,16,17,25,4,34,30,2,52
34,17,19,25,4,34,30,2,52
35,16,15,25,4,34,30,2,52
36,16,15,25,4,34,30,2,52
37,15,15,26,5,35,29,2,52
38,15,12,26,5,35,30,2,51
39,14,14,26,6,35,30,1,51
40,14,14,25,6,35,31,1,52
41,14,17,24,6,35,30,1,52
42,14,16,23,6,35,30,1,52
43,16,20,23,6,35,30,1,52
44,16,19,21,6,35,29,1,52
45,14,15,21,6,35,30,2,52
46,15,13,21,6,35,30,2,52
47,14,11,22,5,35,29,2,52
48,16,14,22,5,35,29,2,53
49,16,15,22,5,35,30,2,53
50,16,19,22,5,35,30,2,53
51,17,16,22,5,34,30,2,53
52,16,19,23,5,34,30,2,53
53,16,20,23,5,34,30,2,53
54,16,14,22,4,34,30,2,52
55,16,14,23,5,34,30,2,52
56,14,9,24,5,34,31,2,52
57,13,6,24,6,34,32,2,53
58,12,10,24,6,34,32,2,54
59,12,10,24,6,34,32,2,54
60,10,10,24,6,34,32,2,53
61,10,11,25,6,34,32,2,53
62,11,5,25,6,35,32,2,53
63,9,8,25,6,34,32,2,53
64,8,12,25,6,34,32,2,53
65,8,12,25,6,34,32,2,54
66,8,18,24,6,34,32,2,54
67,8,15,25,6,34,32,2,53
68,8,8,25,5,34,32,2,53
69,8,11,26,5,34,32,3,53
70,8,8,26,5,34,32,3,53
71,9,6,26,5,34,32,3,54
72,8,3,28,4,34,31,3,54
73,8,4,28,5,33,31,2,54
74,8,5,29,5,33,31,2,53
75,8,5,30,4,34,31,2,53
76,8,8,31,4,34,31,2,53
77,8,9,31,4,34,31,2,53
78,8,9,32,4,34,31,2,53
79,8,7,32,4,34,31,2,53
80,8,10,32,3,34,31,2,53
81,8,11,32,3,34,31,2,53
82,8,11,33,5,33,31,3,52
83,7,7,33,4,33,31,2,53
84,6,10,33,4,34,31,2,54
85,6,10,34,5,34,31,2,55
86,6,5,35,4,34,31,2,55
87,8,6,35,4,35,31,2,55
88,8,9,35,3,35,32,2,55
89,8,11,35,3,35,32,2,56
90,8,16,34,3,35,31,1,56
91,8,17,34,3,34,31,1,56
92,8,15,34,3,35,32,2,56
93,9,11,35,4,35,32,2,56
94,8,14,35,4,35,32,2,56
95,8,19,34,4,35,32,2,56
96,8,26,32,4,34,32,2,55
97,8,20,31,5,34,32,2,56
98,8,16,30,5,34,33,2,55
99,9,10,31,5,34,33,3,56
100,9,12,31,6,34,33,3,56
101,10,7,31,6,34,33,3,55
102,10,8,31,7,34,33,3,55
103,10,9,31,6,34,34,3,56
104,10,11,31,6,35,33,2,56
105,10,6,33,5,35,34,2,56
106,10,4,34,5,36,33,2,55
107,10,4,34,6,36,34,2,55
108,10,3,36,6,36,34,2,55
109,10,4,37,6,36,34,2,55
110,9,5,38,6,36,33,2,55
111,8,4,38,6,36,33,1,55
112,8,6,37,7,37,33,1,56
113,8,6,37,6,36,33,1,56
114,8,10,37,6,36,33,1,57
115,8,14,35,7,36,33,1,57
116,8,13,34,6,36,33,2,57
117,7,9,34,7,37,33,2,56
118,6,9,34,7,37,32,2,56
119,6,7,35,6,36,34,2,56
120,6,6,35,6,36,34,2,55
121,6,8,35,7,37,34,2,55
122,6,7,35,7,36,35,2,55
123,8,6,36,7,36,35,2,59
124,9,8,36,8,36,35,2,57
125,8,8,37,7,37,35,2,59
126,8,6,37,8,36,35,2,59
127,9,9,36,8,36,35,2,59
128,8,11,35,8,36,35,2,59
129,8,13,36,8,36,35,2,59
130,8,12,35,8,36,35,2,59
131,8,15,35,8,36,35,2,58
132,7,14,34,8,36,35,2,60
133,7,13,35,8,36,35,2,63
134,7,3,36,8,36,35,2,62
135,6,4,36,8,37,35,2,63
136,6,5,37,9,36,34,2,62
137,6,4,38,8,37,33,2,62
138,6,5,39,8,36,33,1,62
139,6,7,38,8,37,33,1,62
140,6,10,38,7,37,33,1,62
141,6,11,37,7,37,33,2,62
142,6,13,37,7,37,33,2,62
143,6,12,35,7,37,33,2,62
144,6,15,34,7,37,32,1,62
145,7,15,33,7,36,33,1,62
146,6,9,33,7,36,33,1,61
147,7,10,33,7,37,33,2,61
148,7,11,34,7,37,32,2,61
149,6,4,34,7,36,32,1,61
150,5,8,34,7,36,32,2,60
151,4,10,34,7,36,32,2,59
152,4,8,34,6,36,32,2,59
153,4,8,35,6,37,32,2,59
154,4,8,35,6,37,32,3,59
155,4,9,36,6,37,33,3,59
156,4,5,38,5,37,33,3,59
157,4,6,38,5,37,33,3,59
158,3,7,39,5,37,34,3,60
159,2,10,39,5,37,34,2,62
160,2,12,37,5,37,34,2,63
161,2,14,37,5,37,34,2,63
162,2,12,37,5,37,34,2,62
163,2,17,37,5,37,33,2,61
164,2,21,36,5,37,34,2,61
165,3,16,35,5,37,33,2,61
166,3,15,35,6,36,33,2,61
167,2,16,35,6,36,33,3,61
168,2,6,36,6,36,33,2,61
169,2,10,36,6,36,33,2,60
170,2,8,36,6,37,33,2,60
171,2,14,36,6,37,33,2,60
172,2,17,35,6,36,32,2,61
173,2,17,35,6,37,32,2,60
174,2,14,35,6,37,32,2,60
175,2,11,34,6,37,33,2,61
176,2,14,33,6,37,32,1,61
177,2,15,32,6,38,32,1,61
178,2,18,31,6,38,32,1,61
179,2,15,31,6,38,32,2,61
180,2,15,31,6,39,32,2,61
181,2,15,31,6,39,32,2,61
182,2,12,31,6,39,32,2,62
183,2,11,31,6,39,33,3,62
184,2,12,31,6,37,33,2,62
185,2,9,31,6,38,33,2,62
186,2,10,31,6,39,34,2,62
187,2,9,31,6,38,34,2,61
188,2,9,31,6,38,34,2,61
189,2,7,31,6,40,33,2,60
190,2,12,31,6,40,33,2,59
191,2,16,30,6,39,33,2,59
192,2,16,30,6,39,33,2,59
193,3,14,30,6,38,33,2,59
194,2,16,29,6,38,33,1,58
195,4,19,29,6,38,33,1,58
196,4,15,29,6,39,32,1,59
197,4,12,28,6,40,32,1,59
198,4,18,27,6,41,32,1,59
199,4,20,28,5,42,32,1,59
200,6,11,28,5,43,31,1,59
1,10,60,10,3,30,30,3,50
2,20,65,9,3,29,30,3,49
3,20,33,10,3,29,30,3,49
4,20,18,11,3,29,30,3,49
5,20,13,12,3,30,30,3,49
6,19,6,13,3,30,30,3,49
7,18,8,14,3,29,30,3,49
8,20,4,15,3,30,30,2,49
9,20,4,16,3,30,30,3,49
10,19,3,17,3,29,30,3,49
11,18,3,18,4,28,31,2,49
12,18,5,19,4,28,30,2,49
13,18,5,20,4,28,31,2,49
14,18,9,19,4,28,31,2,49
15,18,13,20,4,28,30,2,49
16,18,10,21,4,28,30,2,49
17,18,8,22,4,27,29,2,49
18,17,9,22,4,27,30,2,49
19,16,14,22,4,27,30,2,49
20,16,12,21,4,28,30,2,50
21,15,20,21,4,27,30,2,50
22,14,17,20,5,28,29,1,49
23,14,20,19,5,28,29,2,49
24,14,21,18,5,28,29,2,49
25,16,16,19,5,28,30,2,50
26,15,7,20,5,29,30,2,50
27,14,8,21,5,29,30,2,50
28,16,11,21,5,28,30,2,50
29,16,11,22,5,29,30,2,50
30,15,9,22,5,28,30,2,50
31,14,11,23,5,28,31,1,50
32,14,9,23,5,28,31,2,50
33,14,11,23,5,28,31,2,50
34,14,16,24,5,28,31,2,50
35,14,17,22,5,28,31,2,50
36,14,16,22,5,27,31,2,50
37,15,10,22,6,27,31,2,50
38,12,16,23,5,27,31,2,50
39,12,11,24,5,27,31,2,50
40,12,6,25,5,27,31,2,50
41,12,7,26,5,27,31,2,49
42,12,6,27,5,27,31,2,50
43,12,3,27,5,27,32,2,50
44,12,5,28,5,27,32,2,50
45,12,5,28,6,28,32,2,50
46,12,6,29,5,28,33,2,50
47,12,9,29,5,28,33,2,50
48,12,10,29,5,28,33,2,50
49,12,8,30,5,28,33,2,50
50,12,8,31,5,28,33,2,51
51,12,8,31,5,28,33,1,51
52,12,10,31,5,28,33,2,51
53,12,9,31,5,28,33,2,51
54,13,10,30,5,28,33,2,52
55,12,13,30,5,28,32,2,51
56,12,18,29,5,27,33,2,51
57,12,17,30,5,27,32,2,51
58,12,19,29,5,27,32,2,51
59,12,19,29,5,27,31,2,51
60,13,17,29,5,27,31,2,51
61,12,16,28,5,27,31,2,51
62,12,15,27,5,28,31,2,50
63,10,15,27,5,28,31,2,50
64,11,15,27,6,28,31,2,51
65,10,16,27,6,28,32,2,51
66,8,15,28,6,28,32,2,51
67,8,15,28,6,28,32,2,51
68,8,12,28,6,28,31,2,51
69,9,9,28,6,29,32,2,51
70,9,7,29,6,29,31,2,50
71,8,5,30,5,29,32,2,51
72,8,5,31,5,29,32,2,51
73,8,8,31,5,29,32,2,51
74,8,8,32,5,29,32,2,51
75,8,10,32,5,29,32,2,51
76,8,13,32,4,29,32,2,50
77,7,9,32,5,29,32,2,51
78,6,10,33,5,29,32,1,52
79,6,11,33,5,29,32,2,52
80,7,9,34,5,30,32,2,53
81,6,6,34,5,30,31,2,52
82,6,7,35,6,30,30,2,51
83,6,6,35,6,30,30,2,51
84,6,8,36,6,29,30,2,50
85,6,7,36,6,29,30,2,50
86,6,11,36,6,30,30,2,51
87,6,14,34,6,30,30,2,51
88,6,18,32,6,29,30,2,51
89,6,23,30,6,30,30,2,51
90,5,20,30,6,30,30,2,48
91,4,19,30,6,30,30,2,49
92,4,17,30,6,31,30,1,49
93,4,16,29,5,30,30,1,49
94,4,12,29,5,31,29,1,48
95,4,13,30,6,31,30,1,48
96,4,15,28,6,31,30,1,49
97,4,20,28,6,32,30,1,49
98,4,18,29,6,31,30,1,49
99,4,6,29,7,33,30,1,49
100,4,7,30,6,33,31,1,50
101,4,6,31,6,33,31,1,50
102,4,9,31,6,33,31,1,51
103,4,11,29,6,33,31,1,51
104,4,18,28,6,33,31,1,51
105,4,20,27,6,33,30,1,51
106,4,24,28,6,33,30,1,51
107,4,16,27,6,33,30,1,51
108,4,14,28,6,33,30,1,51
109,4,12,28,6,33,31,1,51
110,4,8,28,6,33,30,1,51
111,4,8,29,6,33,30,1,51
112,4,7,29,6,33,30,1,51
113,4,12,30,6,33,30,1,51
114,4,14,29,6,33,30,1,51
115,4,16,29,6,33,30,1,50
116,4,15,28,6,33,30,1,50
117,2,15,27,6,33,30,1,44
118,2,15,27,6,33,29,1,44
119,2,14,28,6,33,29,1,44
120,2,14,28,6,33,29,1,44
121,2,10,29,6,34,29,1,45
122,2,7,28,6,34,29,1,45
123,4,6,29,6,33,28,1,45
124,6,4,30,6,32,29,1,45
125,6,5,30,6,32,30,1,45
126,6,7,31,6,32,30,1,45
127,6,9,31,6,32,30,1,45
128,6,6,32,7,32,30,1,45
129,6,5,33,7,32,30,1,45
130,6,3,34,8,32,31,2,45
131,6,1,35,7,33,31,2,45
132,6,2,36,7,33,31,1,46
133,6,2,36,7,33,31,1,46
134,6,4,37,7,32,31,1,46
135,6,4,37,7,33,31,2,46
136,6,4,38,7,33,31,3,46
137,6,6,37,6,33,31,3,46
138,6,9,37,7,32,31,3,46
139,6,12,36,6,32,31,4,45
140,6,11,35,6,32,31,4,45
141,6,11,35,6,32,31,4,45
142,7,10,34,6,32,31,4,45
143,6,15,32,6,32,31,4,45
144,5,11,33,7,32,31,4,45
145,4,8,32,7,31,31,4,44
146,6,9,31,6,32,31,4,45
147,6,10,30,6,32,31,4,44
148,7,8,31,6,33,31,4,45
149,5,10,30,6,33,31,5,44
150,4,12,30,6,32,30,5,43
151,3,6,32,6,32,30,5,41
152,2,4,33,5,33,30,4,39
153,2,6,33,5,32,30,3,39
154,2,8,34,5,32,29,3,40
155,2,8,34,6,32,30,4,39
156,2,8,34,6,31,29,4,38
157,2,10,33,6,32,30,3,38
158,2,11,33,7,32,30,3,38
159,2,11,34,6,32,30,2,37
160,2,10,34,6,32,30,2,37
161,2,12,33,6,32,30,2,37
162,2,13,32,5,32,30,3,37
163,2,12,32,5,31,30,2,37
164,2,17,31,4,31,30,1,37
165,2,19,30,5,31,30,1,37
166,2,22,30,4,32,30,1,38
167,2,15,31,5,32,30,2,39
168,2,8,31,5,31,30,2,39
169,3,7,32,5,31,30,1,38
170,2,4,33,3,30,30,1,38
171,2,6,34,4,30,30,1,38
172,2,7,35,4,30,30,2,37
173,2,6,36,4,29,30,2,37
174,2,4,36,4,30,30,2,37
175,2,7,35,4,30,30,2,37
176,2,13,35,4,30,30,2,38
177,2,12,35,5,30,30,1,37
178,2,13,35,4,29,30,1,36
179,2,13,36,5,30,30,1,35
180,2,9,36,5,30,30,1,35
181,2,13,36,5,30,30,1,34
182,2,14,35,4,30,31,1,34
183,2,16,33,5,30,30,2,35
184,2,15,33,5,29,31,2,36
185,2,18,33,5,29,30,2,36
